source_file,gbif_id,genus_query,scientific_name,species,event_date,year,month,day,district,state_province,latitude,longitude,individual_count,basis_of_record,sampling_protocol,license,references,limitations
gbif_rwanda_anopheles_occurrences.json,3893354309,Anopheles,"Anopheles gambiae Giles, 1900",Anopheles gambiae,2020-10,2020,10,,Kicukiro,Umujyi wa Kigali,-1.967,30.115,25,HUMAN_OBSERVATION,man biting catch - indoors,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=62450401,"presence-only public occurrence; use as supporting evidence, not PI field outcome"
gbif_rwanda_anopheles_occurrences.json,3893354623,Anopheles,"Anopheles gambiae Giles, 1900",Anopheles gambiae,2020-10,2020,10,,Kicukiro,Umujyi wa Kigali,-1.967,30.115,29,HUMAN_OBSERVATION,man biting catch - outdoors,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=62452917,"presence-only public occurrence; use as supporting evidence, not PI field outcome"
gbif_rwanda_anopheles_occurrences.json,3893355555,Anopheles,"Anopheles gambiae Giles, 1900",Anopheles gambiae,2020-10,2020,10,,Nyarugenge,Umujyi wa Kigali,-2.015,30.026,6,HUMAN_OBSERVATION,man biting catch - indoors,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=62452349,"presence-only public occurrence; use as supporting evidence, not PI field outcome"
gbif_rwanda_anopheles_occurrences.json,3893356541,Anopheles,"Anopheles gambiae Giles, 1900",Anopheles gambiae,2020-10,2020,10,,Nyarugenge,Umujyi wa Kigali,-2.015,30.026,11,HUMAN_OBSERVATION,man biting catch - outdoors,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=62452281,"presence-only public occurrence; use as supporting evidence, not PI field outcome"
gbif_rwanda_anopheles_occurrences.json,3893356551,Anopheles,"Anopheles gambiae Giles, 1900",Anopheles gambiae,2020-10,2020,10,,Gasabo,Umujyi wa Kigali,-1.887,30.064,29,HUMAN_OBSERVATION,man biting catch - indoors,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=62452355,"presence-only public occurrence; use as supporting evidence, not PI field outcome"
gbif_rwanda_anopheles_occurrences.json,3893359541,Anopheles,"Anopheles gambiae Giles, 1900",Anopheles gambiae,2020-10,2020,10,,Gasabo,Umujyi wa Kigali,-1.887,30.064,47,HUMAN_OBSERVATION,man biting catch - outdoors,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=62452294,"presence-only public occurrence; use as supporting evidence, not PI field outcome"
gbif_rwanda_anopheles_occurrences.json,3893354314,Anopheles,"Anopheles gambiae Giles, 1900",Anopheles gambiae,2020-11,2020,11,,Gasabo,Umujyi wa Kigali,-1.887,30.064,33,HUMAN_OBSERVATION,man biting catch - outdoors,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=62450445,"presence-only public occurrence; use as supporting evidence, not PI field outcome"
gbif_rwanda_anopheles_occurrences.json,3893355551,Anopheles,"Anopheles gambiae Giles, 1900",Anopheles gambiae,2020-11,2020,11,,Nyarugenge,Umujyi wa Kigali,-2.015,30.026,8,HUMAN_OBSERVATION,man biting catch - outdoors,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=62452327,"presence-only public occurrence; use as supporting evidence, not PI field outcome"
gbif_rwanda_anopheles_occurrences.json,3893356544,Anopheles,"Anopheles gambiae Giles, 1900",Anopheles gambiae,2020-11,2020,11,,Gasabo,Umujyi wa Kigali,-1.887,30.064,26,HUMAN_OBSERVATION,man biting catch - indoors,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=62452300,"presence-only public occurrence; use as supporting evidence, not PI field outcome"
gbif_rwanda_anopheles_occurrences.json,3893357303,Anopheles,"Anopheles gambiae Giles, 1900",Anopheles gambiae,2020-11,2020,11,,Nyarugenge,Umujyi wa Kigali,-2.015,30.026,10,HUMAN_OBSERVATION,man biting catch - indoors,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=62450367,"presence-only public occurrence; use as supporting evidence, not PI field outcome"
gbif_rwanda_anopheles_occurrences.json,3893358310,Anopheles,"Anopheles gambiae Giles, 1900",Anopheles gambiae,2020-11,2020,11,,Kicukiro,Umujyi wa Kigali,-1.967,30.115,23,HUMAN_OBSERVATION,man biting catch - indoors,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=62450425,"presence-only public occurrence; use as supporting evidence, not PI field outcome"
gbif_rwanda_anopheles_occurrences.json,3893358313,Anopheles,"Anopheles gambiae Giles, 1900",Anopheles gambiae,2020-11,2020,11,,Kicukiro,Umujyi wa Kigali,-1.967,30.115,17,HUMAN_OBSERVATION,man biting catch - outdoors,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=62450450,"presence-only public occurrence; use as supporting evidence, not PI field outcome"
gbif_rwanda_anopheles_occurrences.json,3893355301,Anopheles,"Anopheles gambiae Giles, 1900",Anopheles gambiae,2020-12,2020,12,,Gasabo,Umujyi wa Kigali,-1.887,30.064,22,HUMAN_OBSERVATION,man biting catch - outdoors,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=62450347,"presence-only public occurrence; use as supporting evidence, not PI field outcome"
gbif_rwanda_anopheles_occurrences.json,3893356306,Anopheles,"Anopheles gambiae Giles, 1900",Anopheles gambiae,2020-12,2020,12,,Gasabo,Umujyi wa Kigali,-1.887,30.064,13,HUMAN_OBSERVATION,man biting catch - indoors,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=62450397,"presence-only public occurrence; use as supporting evidence, not PI field outcome"
gbif_rwanda_anopheles_occurrences.json,3893356312,Anopheles,"Anopheles gambiae Giles, 1900",Anopheles gambiae,2020-12,2020,12,,Nyarugenge,Umujyi wa Kigali,-2.015,30.026,7,HUMAN_OBSERVATION,man biting catch - indoors,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=62450441,"presence-only public occurrence; use as supporting evidence, not PI field outcome"
