source_row_id,source_dataset,day_only,month,year,site_raw,district_raw,origin_larvae_collection_raw,breeding_site_type_raw,agri_insecticide_1_raw,agri_insecticide_2_raw,agri_insecticide_3_raw,anopheles_species_raw,species_source_dataset,quality_flag
1653,mosquito_behavior_raw.xls,23.0,,,Mahesha,Rusizi,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1654,mosquito_behavior_raw.xls,23.0,,,Mahesha,Rusizi,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1655,mosquito_behavior_raw.xls,23.0,,,Mahesha,Rusizi,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1656,mosquito_behavior_raw.xls,23.0,,,Mahesha,Rusizi,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1657,mosquito_behavior_raw.xls,23.0,,,Mahesha,Rusizi,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1658,mosquito_behavior_raw.xls,23.0,,,Mahesha,Rusizi,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1659,mosquito_behavior_raw.xls,23.0,,,Mahesha,Rusizi,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1660,mosquito_behavior_raw.xls,23.0,,,Mahesha,Rusizi,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1661,mosquito_behavior_raw.xls,23.0,,,Mahesha,Rusizi,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1662,mosquito_behavior_raw.xls,23.0,,,Mahesha,Rusizi,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1663,mosquito_behavior_raw.xls,23.0,,,Mahesha,Rusizi,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1664,mosquito_behavior_raw.xls,23.0,,,Mahesha,Rusizi,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1665,mosquito_behavior_raw.xls,23.0,,,Mahesha,Rusizi,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1666,mosquito_behavior_raw.xls,23.0,,,Mahesha,Rusizi,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1667,mosquito_behavior_raw.xls,23.0,,,Mahesha,Rusizi,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1668,mosquito_behavior_raw.xls,23.0,,,Mahesha,Rusizi,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1669,mosquito_behavior_raw.xls,23.0,,,Mahesha,Rusizi,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1670,mosquito_behavior_raw.xls,23.0,,,Mahesha,Rusizi,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1671,mosquito_behavior_raw.xls,23.0,,,Mahesha,Rusizi,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1672,mosquito_behavior_raw.xls,23.0,,,Mahesha,Rusizi,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1673,mosquito_behavior_raw.xls,23.0,,,Mahesha,Rusizi,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1674,mosquito_behavior_raw.xls,23.0,,,Mahesha,Rusizi,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1675,mosquito_behavior_raw.xls,23.0,,,Mahesha,Rusizi,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1676,mosquito_behavior_raw.xls,23.0,,,Mahesha,Rusizi,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1677,mosquito_behavior_raw.xls,23.0,,,Mahesha,Rusizi,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1678,mosquito_behavior_raw.xls,23.0,,,Mahesha,Rusizi,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1679,mosquito_behavior_raw.xls,23.0,,,Mahesha,Rusizi,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1680,mosquito_behavior_raw.xls,23.0,,,Mahesha,Rusizi,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1681,mosquito_behavior_raw.xls,23.0,,,Mahesha,Rusizi,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1682,mosquito_behavior_raw.xls,23.0,,,Mahesha,Rusizi,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1683,mosquito_behavior_raw.xls,23.0,,,Mahesha,Rusizi,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1684,mosquito_behavior_raw.xls,23.0,,,Mahesha,Rusizi,Rice swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1685,mosquito_behavior_raw.xls,7.0,,,Kivumu,Rutsiro,TEA SWAMPS,"Irrigeted tea, INTERCROPS WATER, HILLS WATER",PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,"An.gambiae, An.ziemani an chrisyi",IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1686,mosquito_behavior_raw.xls,7.0,,,Kivumu,Rutsiro,TEA SWAMPS,"Irrigeted tea, INTERCROPS WATER, HILLS WATER",PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,"An.gambiae, An.ziemani an chrisyi",IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1687,mosquito_behavior_raw.xls,7.0,,,Kivumu,Rutsiro,TEA SWAMPS,"Irrigeted tea, INTERCROPS WATER, HILLS WATER",PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,"An.gambiae, An.ziemani an chrisyi",IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1688,mosquito_behavior_raw.xls,7.0,,,Kivumu,Rutsiro,TEA SWAMPS,"Irrigeted tea, INTERCROPS WATER, HILLS WATER",PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,"An.gambiae, An.ziemani an chrisyi",IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1689,mosquito_behavior_raw.xls,7.0,,,Kivumu,Rutsiro,TEA SWAMPS,"Irrigeted tea, INTERCROPS WATER, HILLS WATER",PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,"An.gambiae, An.ziemani an chrisyi",IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1690,mosquito_behavior_raw.xls,7.0,,,Kivumu,Rutsiro,TEA SWAMPS,"Irrigeted tea, INTERCROPS WATER, HILLS WATER",PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,"An.gambiae, An.ziemani an chrisyi",IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1691,mosquito_behavior_raw.xls,7.0,,,Kivumu,Rutsiro,TEA SWAMPS,"Irrigeted tea, INTERCROPS WATER, HILLS WATER",PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,"An.gambiae, An.ziemani an chrisyi",IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1692,mosquito_behavior_raw.xls,7.0,,,Kivumu,Rutsiro,TEA SWAMPS,"Irrigeted tea, INTERCROPS WATER, HILLS WATER",PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,"An.gambiae, An.ziemani an chrisyi",IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1693,mosquito_behavior_raw.xls,7.0,,,Kivumu,Rutsiro,TEA SWAMPS,"Irrigeted tea, INTERCROPS WATER, HILLS WATER",PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,"An.gambiae, An.ziemani an chrisyi",IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1694,mosquito_behavior_raw.xls,7.0,,,Kivumu,Rutsiro,TEA SWAMPS,"Irrigeted tea, INTERCROPS WATER, HILLS WATER",PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,"An.gambiae, An.ziemani an chrisyi",IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1695,mosquito_behavior_raw.xls,7.0,,,Kivumu,Rutsiro,TEA SWAMPS,"Irrigeted tea, INTERCROPS WATER, HILLS WATER",PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,"An.gambiae, An.ziemani an chrisyi",IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1696,mosquito_behavior_raw.xls,7.0,,,Kivumu,Rutsiro,TEA SWAMPS,"Irrigeted tea, INTERCROPS WATER, HILLS WATER",PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,"An.gambiae, An.ziemani an chrisyi",IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1697,mosquito_behavior_raw.xls,29.0,,,Rwesero,Gicumbi,MAIZE AND SWEET PATATOES swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1698,mosquito_behavior_raw.xls,29.0,,,Rwesero,Gicumbi,MAIZE AND SWEET PATATOES swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1699,mosquito_behavior_raw.xls,29.0,,,Rwesero,Gicumbi,MAIZE AND SWEET PATATOES swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1700,mosquito_behavior_raw.xls,29.0,,,Rwesero,Gicumbi,MAIZE AND SWEET PATATOES swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1701,mosquito_behavior_raw.xls,29.0,,,Rwesero,Gicumbi,MAIZE AND SWEET PATATOES swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1702,mosquito_behavior_raw.xls,29.0,,,Rwesero,Gicumbi,MAIZE AND SWEET PATATOES swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1703,mosquito_behavior_raw.xls,29.0,,,Rwesero,Gicumbi,MAIZE AND SWEET PATATOES swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1704,mosquito_behavior_raw.xls,29.0,,,Rwesero,Gicumbi,MAIZE AND SWEET PATATOES swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1705,mosquito_behavior_raw.xls,29.0,,,Rwesero,Gicumbi,MAIZE AND SWEET PATATOES swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1706,mosquito_behavior_raw.xls,29.0,,,Rwesero,Gicumbi,MAIZE AND SWEET PATATOES swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1707,mosquito_behavior_raw.xls,29.0,,,Rwesero,Gicumbi,MAIZE AND SWEET PATATOES swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1708,mosquito_behavior_raw.xls,29.0,,,Rwesero,Gicumbi,MAIZE AND SWEET PATATOES swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1709,mosquito_behavior_raw.xls,29.0,,,Rwesero,Gicumbi,MAIZE AND SWEET PATATOES swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1710,mosquito_behavior_raw.xls,29.0,,,Rwesero,Gicumbi,MAIZE AND SWEET PATATOES swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1711,mosquito_behavior_raw.xls,29.0,,,Rwesero,Gicumbi,MAIZE AND SWEET PATATOES swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1712,mosquito_behavior_raw.xls,29.0,,,Rwesero,Gicumbi,MAIZE AND SWEET PATATOES swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1713,mosquito_behavior_raw.xls,29.0,,,Rwesero,Gicumbi,MAIZE AND SWEET PATATOES swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1714,mosquito_behavior_raw.xls,29.0,,,Rwesero,Gicumbi,MAIZE AND SWEET PATATOES swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1715,mosquito_behavior_raw.xls,29.0,,,Rwesero,Gicumbi,MAIZE AND SWEET PATATOES swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1716,mosquito_behavior_raw.xls,29.0,,,Rwesero,Gicumbi,MAIZE AND SWEET PATATOES swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1717,mosquito_behavior_raw.xls,29.0,,,Rwesero,Gicumbi,MAIZE AND SWEET PATATOES swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1718,mosquito_behavior_raw.xls,29.0,,,Rwesero,Gicumbi,MAIZE AND SWEET PATATOES swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1719,mosquito_behavior_raw.xls,29.0,,,Rwesero,Gicumbi,MAIZE AND SWEET PATATOES swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1720,mosquito_behavior_raw.xls,29.0,,,Rwesero,Gicumbi,MAIZE AND SWEET PATATOES swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1721,mosquito_behavior_raw.xls,29.0,,,Rwesero,Gicumbi,MAIZE AND SWEET PATATOES swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1722,mosquito_behavior_raw.xls,29.0,,,Rwesero,Gicumbi,MAIZE AND SWEET PATATOES swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1723,mosquito_behavior_raw.xls,29.0,,,Rwesero,Gicumbi,MAIZE AND SWEET PATATOES swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1724,mosquito_behavior_raw.xls,29.0,,,Rwesero,Gicumbi,MAIZE AND SWEET PATATOES swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1725,mosquito_behavior_raw.xls,29.0,,,Rwesero,Gicumbi,MAIZE AND SWEET PATATOES swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1726,mosquito_behavior_raw.xls,29.0,,,Rwesero,Gicumbi,MAIZE AND SWEET PATATOES swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1727,mosquito_behavior_raw.xls,29.0,,,Rwesero,Gicumbi,MAIZE AND SWEET PATATOES swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1728,mosquito_behavior_raw.xls,29.0,,,Rwesero,Gicumbi,MAIZE AND SWEET PATATOES swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1729,mosquito_behavior_raw.xls,29.0,,,Rwesero,Gicumbi,MAIZE AND SWEET PATATOES swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1730,mosquito_behavior_raw.xls,29.0,,,Rwesero,Gicumbi,MAIZE AND SWEET PATATOES swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1731,mosquito_behavior_raw.xls,29.0,,,Rwesero,Gicumbi,MAIZE AND SWEET PATATOES swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1732,mosquito_behavior_raw.xls,29.0,,,Rwesero,Gicumbi,MAIZE AND SWEET PATATOES swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1733,mosquito_behavior_raw.xls,29.0,,,Rwesero,Gicumbi,MAIZE AND SWEET PATATOES swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1734,mosquito_behavior_raw.xls,29.0,,,Rwesero,Gicumbi,MAIZE AND SWEET PATATOES swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1735,mosquito_behavior_raw.xls,29.0,,,Rwesero,Gicumbi,MAIZE AND SWEET PATATOES swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1736,mosquito_behavior_raw.xls,29.0,,,Rwesero,Gicumbi,MAIZE AND SWEET PATATOES swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1737,mosquito_behavior_raw.xls,29.0,,,Rwesero,Gicumbi,MAIZE AND SWEET PATATOES swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1738,mosquito_behavior_raw.xls,29.0,,,Rwesero,Gicumbi,MAIZE AND SWEET PATATOES swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1739,mosquito_behavior_raw.xls,29.0,,,Rwesero,Gicumbi,MAIZE AND SWEET PATATOES swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1740,mosquito_behavior_raw.xls,29.0,,,Rwesero,Gicumbi,MAIZE AND SWEET PATATOES swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1741,mosquito_behavior_raw.xls,29.0,,,Rwesero,Gicumbi,MAIZE AND SWEET PATATOES swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1742,mosquito_behavior_raw.xls,29.0,,,Rwesero,Gicumbi,MAIZE AND SWEET PATATOES swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1743,mosquito_behavior_raw.xls,29.0,,,Rwesero,Gicumbi,MAIZE AND SWEET PATATOES swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1744,mosquito_behavior_raw.xls,29.0,,,Rwesero,Gicumbi,MAIZE AND SWEET PATATOES swamp,Irrigated rice,PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
1745,mosquito_behavior_raw.xls,3.0,,,Mwogo,Bugesera,Rice swamp,irrigated rice,Cypermethrin 4%,PROFENOFOS 40%,BEAM ( Tricyclazole 75% WP),An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
