source_row_id,source_dataset,day_only,month,year,site_raw,district_raw,origin_larvae_collection_raw,breeding_site_type_raw,agri_insecticide_1_raw,agri_insecticide_2_raw,agri_insecticide_3_raw,anopheles_species_raw,species_source_dataset,quality_flag
128,mosquito_behavior_raw.xls,22.0,,,Cyondo,Nyagatare,"Maize & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
129,mosquito_behavior_raw.xls,26.0,,,Cyondo,Nyagatare,"Maize & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,"An.gambiae, An.christy",IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
130,mosquito_behavior_raw.xls,26.0,,,Cyondo,Nyagatare,"Maize & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
131,mosquito_behavior_raw.xls,26.0,,,Cyondo,Nyagatare,"Maize & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,"An.gambiae, An.christy",IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
132,mosquito_behavior_raw.xls,26.0,,,Cyondo,Nyagatare,"Maize & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
133,mosquito_behavior_raw.xls,26.0,,,Cyondo,Nyagatare,"Maize & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
134,mosquito_behavior_raw.xls,26.0,,,Cyondo,Nyagatare,"Maize & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
135,mosquito_behavior_raw.xls,26.0,,,Cyondo,Nyagatare,"Maize & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
136,mosquito_behavior_raw.xls,26.0,,,Cyondo,Nyagatare,"Maize & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
137,mosquito_behavior_raw.xls,26.0,,,Cyondo,Nyagatare,"Maize & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
138,mosquito_behavior_raw.xls,26.0,,,Cyondo,Nyagatare,"Maize & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
139,mosquito_behavior_raw.xls,26.0,,,Cyondo,Nyagatare,"Maize & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
140,mosquito_behavior_raw.xls,26.0,,,Cyondo,Nyagatare,"Maize & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
141,mosquito_behavior_raw.xls,22.0,,,Cyondo,Nyagatare,"Maize & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
142,mosquito_behavior_raw.xls,22.0,,,Cyondo,Nyagatare,"Maize & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,"An.gambiae , An.maculpalpis",IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
143,mosquito_behavior_raw.xls,22.0,,,Cyondo,Nyagatare,"Maize & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
144,mosquito_behavior_raw.xls,22.0,,,Cyondo,Nyagatare,"Maize & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,"An.gambiae , An.maculpalpis",IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
145,mosquito_behavior_raw.xls,26.0,,,Cyondo,Nyagatare,"Maize & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
146,mosquito_behavior_raw.xls,26.0,,,Cyondo,Nyagatare,"Maize & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
147,mosquito_behavior_raw.xls,26.0,,,Cyondo,Nyagatare,"Maize & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
148,mosquito_behavior_raw.xls,26.0,,,Cyondo,Nyagatare,"Maize & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
149,mosquito_behavior_raw.xls,26.0,,,Cyondo,Nyagatare,"Maize & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
150,mosquito_behavior_raw.xls,26.0,,,Cyondo,Nyagatare,"Maize & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
151,mosquito_behavior_raw.xls,26.0,,,Cyondo,Nyagatare,"Maize & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
152,mosquito_behavior_raw.xls,26.0,,,Cyondo,Nyagatare,"Maize & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
153,mosquito_behavior_raw.xls,26.0,,,Cyondo,Nyagatare,"Maize & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
154,mosquito_behavior_raw.xls,26.0,,,Cyondo,Nyagatare,"Maize & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
155,mosquito_behavior_raw.xls,26.0,,,Cyondo,Nyagatare,"Maize & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
156,mosquito_behavior_raw.xls,26.0,,,Cyondo,Nyagatare,"Maize & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
157,mosquito_behavior_raw.xls,3.0,,,Karambi,Ruhango,"Maize,beans & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
158,mosquito_behavior_raw.xls,3.0,,,Karambi,Ruhango,"Maize,beans & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
159,mosquito_behavior_raw.xls,3.0,,,Karambi,Ruhango,"Maize,beans & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
160,mosquito_behavior_raw.xls,3.0,,,Karambi,Ruhango,"Maize,beans & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
161,mosquito_behavior_raw.xls,3.0,,,Karambi,Ruhango,"Maize,beans & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
162,mosquito_behavior_raw.xls,3.0,,,Karambi,Ruhango,"Maize,beans & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
163,mosquito_behavior_raw.xls,3.0,,,Karambi,Ruhango,"Maize,beans & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
164,mosquito_behavior_raw.xls,3.0,,,Karambi,Ruhango,"Maize,beans & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
165,mosquito_behavior_raw.xls,3.0,,,Karambi,Ruhango,"Maize,beans & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
166,mosquito_behavior_raw.xls,3.0,,,Karambi,Ruhango,"Maize,beans & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
167,mosquito_behavior_raw.xls,3.0,,,Karambi,Ruhango,"Maize,beans & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
168,mosquito_behavior_raw.xls,3.0,,,Karambi,Ruhango,"Maize,beans & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
169,mosquito_behavior_raw.xls,3.0,,,Karambi,Ruhango,"Maize,beans & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
170,mosquito_behavior_raw.xls,3.0,,,Karambi,Ruhango,"Maize,beans & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
171,mosquito_behavior_raw.xls,3.0,,,Karambi,Ruhango,"Maize,beans & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
172,mosquito_behavior_raw.xls,3.0,,,Karambi,Ruhango,"Maize,beans & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
173,mosquito_behavior_raw.xls,3.0,,,Karambi,Ruhango,"Maize,beans & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
174,mosquito_behavior_raw.xls,3.0,,,Karambi,Ruhango,"Maize,beans & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
175,mosquito_behavior_raw.xls,3.0,,,Karambi,Ruhango,"Maize,beans & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
176,mosquito_behavior_raw.xls,3.0,,,Karambi,Ruhango,"Maize,beans & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
177,mosquito_behavior_raw.xls,3.0,,,Karambi,Ruhango,"Maize,beans & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
178,mosquito_behavior_raw.xls,3.0,,,Karambi,Ruhango,"Maize,beans & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
179,mosquito_behavior_raw.xls,3.0,,,Karambi,Ruhango,"Maize,beans & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
180,mosquito_behavior_raw.xls,3.0,,,Karambi,Ruhango,"Maize,beans & Sweet potato swamp, Brick pits","intercrop water drains, Mining pits",No pesticide,No pesticide,No pesticide,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
181,mosquito_behavior_raw.xls,21.0,,,Mubuga,Karongi,"Maize,beans & Sweet potato swamp, rice swamp","intercrop water drains, Rice swamp",PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,"An.gambiae, An. maculpalpis",IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
182,mosquito_behavior_raw.xls,21.0,,,Mubuga,Karongi,"Maize,beans & Sweet potato swamp, rice swamp","intercrop water drains, Rice swamp",PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,"An.gambiae, An. maculpalpis",IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
183,mosquito_behavior_raw.xls,21.0,,,Mubuga,Karongi,"Maize,beans & Sweet potato swamp, rice swamp","intercrop water drains, Rice swamp",PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,"An.gambiae, An. maculpalpis",IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
184,mosquito_behavior_raw.xls,21.0,,,Mubuga,Karongi,"Maize,beans & Sweet potato swamp, rice swamp","intercrop water drains, Rice swamp",PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,An.gambiae s.l,IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
185,mosquito_behavior_raw.xls,21.0,,,Mubuga,Karongi,"Maize,beans & Sweet potato swamp, rice swamp","intercrop water drains, Rice swamp",PROFENOFOS 4%,CYPERMETHRINE 4%,ABAMECTIN 1.8%,"An.gambiae, An. maculpalpis",IR_data.xls,current_data_descriptive_day_only_no_gps_no_counts_no_effort
